,Finnkode,Modellår,Kilometer,Girkasse,Drivstoff,Omregistrering,Årsavgift,1. gang registrert,Farge,Hjuldrift,Effekt,Sylindervolum,Vekt,CO2-utslipp,Antall seter,Karosseri,Antall dører,Antall eiere,Bilen står i,Salgsform,Avgiftsklasse,Reg.nr.,Chassis nr. (VIN),Maksimal tilhengervekt
8480,340196013,2017,110 000 km,Manuell,Bensin,4 672 kr (avgifter),Les mer,27.04.2017,Rød,Forhjulsdrift,101 Hk,1 l,1 055 kg,99 g/km,5,Kombi 5-dørs,5,6,Norge,Bruktbil til salgs,Personbil,NF83764,WF0DXXGAKDGT65693,900 kg
8488,327908238,2017,204 800 km,Manuell,Diesel,1 422 kr (avgifter),Les mer,03.07.2017,Hvit,Forhjulsdrift,99 Hk,"1,6 l",1 414 kg,108 g/km,3,Kasse,4,3,Norge,Bruktbil til salgs,Varebil,AJ86765,VF77RBHY6HJ668308,1 200 kg
8537,331480776,2017,64 000 km,Manuell,Diesel,1 422 kr (avgifter),Les mer,21.09.2017,Hvit,Forhjulsdrift,95 Hk,"1,2 l",1 320 kg,120 g/km,2,Kombi 3-dørs,4,10,Norge,Bruktbil til salgs,Varebil,RL23295,W0L6WZU1AH9621581,1 000 kg
8547,322501007,2017,29 900 km,Manuell,Bensin,1 422 kr (avgifter),Les mer,31.07.2017,Hvit,Forhjulsdrift,101 Hk,1 l,1 206 kg,120 g/km,2,Kasse,4,3,Norge,Bruktbil til salgs,Varebil,BT66331,WF0WXXTACWHR29255,910 kg
8585,337602621,2017,50 700 km,Automat,Elektrisitet,7 129 kr (avgifter),Les mer,21.04.2017,Grå,Forhjulsdrift,180 Hk,0 l,1 650 kg,0 g/km,5,Kombi 5-dørs,5,3,Norge,Bruktbil til salgs,Personbil,EK33559,WDD2428901J015457,0 kg
8607,341216726,2017,74 500 km,Manuell,Bensin,3 074 kr (avgifter),Les mer,27.02.2017,Svart,Forhjulsdrift,100 Hk,1 l,1 069 kg,97 g/km,5,Kombi 3-dørs,3,3,Norge,Bruktbil til salgs,Personbil,VH86433,WF0DXXGAKDGT60839,900 kg
8622,342315502,2017,147 000 km,Manuell,Bensin,4 305 kr (avgifter),Les mer,25.03.2017,Grå,Forhjulsdrift,110 Hk,"1,2 l",1 320 kg,119 g/km,5,Stasjonsvogn,5,1,Norge,Bruktbil til salgs,Personbil,HZ32244,VF77JHNZ6GJ868325,1 300 kg
8635,341100335,2017,42 000 km,Manuell,Bensin,3 074 kr (avgifter),Les mer,28.07.2017,Rød,Forhjulsdrift,82 Hk,"1,2 l",980 kg,109 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,DR32902,VF7SXHMZ6HT637912,450 kg
8651,339050828,2017,52 982 km,Manuell,Gass + Bensin,Ikke oppgitt (avgifter),Les mer,13.12.2016,Sølv,Forhjulsdrift,110 Hk,"1,4 l",1 388 kg,112 g/km,2,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,GA11314,WV1ZZZ2KZHX059546,1 300 kg
8653,338197214,2017,42 600 km,Manuell,Bensin,4 305 kr (avgifter),Les mer,30.11.2016,Grå,Forhjulsdrift,125 Hk,1 l,1 205 kg,108 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,VH82859,WF05XXGCC5GS29459,1 200 kg
8663,331781445,2017,66 000 km,Manuell,Bensin,2 961 kr (avgifter),Les mer,27.03.2017,Oransje,Forhjulsdrift,90 Hk,"0,9 l",1 105 kg,113 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,JV25912,VF12RA11A57272018,1 200 kg
8665,330381052,2017,46 800 km,Manuell,Bensin,3 074 kr (avgifter),Les mer,31.10.2017,Hvit,Forhjulsdrift,82 Hk,"1,2 l",980 kg,109 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,AE53399,VF7SXHMZ6HT681407,450 kg
8670,321233509,2017,114 067 km,Manuell,Diesel,1 422 kr (avgifter),Les mer,14.03.2017,Hvit,Forhjulsdrift,116 Hk,"1,6 l",1 533 kg,137 g/km,3,Kasse,6,6,Norge,Bruktbil til salgs,Varebil,PR40831,YARVBBHXHGZ052937,1 800 kg
8685,339167369,2017,72 700 km,Automat,Diesel,1 476 kr (avgifter),Les mer,15.05.2017,Hvit,Forhjulsdrift,100 Hk,"1,6 l",1 333 kg,108 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,NF84015,VF37BBHYMGJ850095,1 250 kg
8688,331250741,2017,45 500 km,Automat,Bensin,2 961 kr (avgifter),Les mer,04.05.2017,Hvit,Forhjulsdrift,118 Hk,"1,2 l",1 184 kg,125 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,DR26935,VF12RAU1D57730272,1 200 kg
8694,342304359,2017,54 600 km,Automat,Elektrisitet,4 305 kr (avgifter),Les mer,03.03.2017,Sølv,Bakhjulsdrift,168 Hk,0 l,1 245 kg,0 g/km,4,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,EK32871,WBY1Z6102HV942091,0 kg
8707,341825053,2017,119 638 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,29.05.2017,Svart,Forhjulsdrift,95 Hk,"1,6 l",1 510 kg,144 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,PX63116,YARVBBHVBGZ098312,1 800 kg
8733,339673859,2017,102 000 km,Manuell,Diesel,Fritatt (avgifter),Les mer,08.05.2017,Hvit,Forhjulsdrift,102 Hk,2 l,1 722 kg,153 g/km,3,Kasse,6,2,Norge,Bruktbil til salgs,Varebil,BD97963,WV1ZZZ7HZHX005218,2 200 kg
8748,333441694,2017,109 750 km,Automat,Diesel,3 074 kr (avgifter),Les mer,18.08.2017,Rød,Forhjulsdrift,99 Hk,"1,6 l",1 085 kg,89 g/km,5,Kombi 5-dørs,5,5,Norge,Bruktbil til salgs,Personbil,BT65867,VF70BBHYHGE562831,825 kg
8761,323465258,2017,127 600 km,Automat,Diesel,1 422 kr (avgifter),Les mer,28.11.2017,Grå,Forhjulsdrift,101 Hk,"1,5 l",1 442 kg,129 g/km,3,Kasse,4,1,Norge,Bruktbil til salgs,Varebil,CF92071,WF0RXXWPGRHG66686,1 300 kg
8764,321586830,2017,94 300 km,Automat,Bensin,4 147 kr (avgifter),Les mer,29.09.2017,Sølv,Forhjulsdrift,129 Hk,"1,2 l",1 298 kg,0 g/km,5,SUV/Offroad,5,1,Norge,Bruktbil til salgs,Personbil,KJ31242,VF73DHNYTHJ572051,1 470 kg
8766,315352029,2017,76 000 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,08.02.2017,Grå,Forhjulsdrift,99 Hk,"1,6 l",1 317 kg,110 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,SV78096,VF37BBHY6GJ867758,1 250 kg
8783,339052693,2017,82 000 km,Automat,Bensin,Fritatt (avgifter),Les mer,21.11.2016,Sølv,Forhjulsdrift,110 Hk,"1,2 l",1 176 kg,114 g/km,5,Kombi 5-dørs,5,5,Norge,Bruktbil til salgs,Personbil,BT54524,WVWZZZAUZHW092713,1 300 kg
8784,338413602,2017,75 000 km,Automat,Elektrisitet,4 305 kr (avgifter),Les mer,26.04.2017,Blå,Bakhjulsdrift,168 Hk,0 l,1 245 kg,0 g/km,4,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,EK38126,WBY1Z6102HV952636,0 kg
8794,341744172,2017,149 000 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,05.09.2017,Rød,Firehjulsdrift,150 Hk,2 l,1 745 kg,173 g/km,3,Kasse,6,1,Norge,Bruktbil til salgs,Varebil,RZ40749,VF3VFAHXHHZ050986,2 500 kg
8810,323474123,2017,93 000 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,23.05.2017,Svart,Forhjulsdrift,122 Hk,2 l,1 613 kg,139 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,SV81101,VF3VFAHKHHZ030016,2 500 kg
8811,311052920,2017,15 100 km,Automat,Bensin,2 961 kr (avgifter),Les mer,15.03.2017,Lilla,Forhjulsdrift,90 Hk,"1,5 l",1 000 kg,112 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,HF27662,3MDDJ6H5A1M145085,900 kg
8833,341150429,2017,125 533 km,Automat,Bensin,4 305 kr (avgifter),Les mer,02.02.2017,Brun,Forhjulsdrift,165 Hk,"1,6 l",1 310 kg,130 g/km,5,Flerbruksbil,4,1,Norge,Bruktbil til salgs,Personbil,UF74828,VF73D5GZTGJ713755,1 600 kg
8840,339629010,2017,71 000 km,Manuell,Diesel,4 305 kr (avgifter),Les mer,18.11.2016,Grå,Firehjulsdrift,115 Hk,"1,6 l",1 530 kg,127 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,NF80863,KPT26B1USHP108783,1 500 kg
8856,335361389,2017,60 000 km,Automat,Bensin,4 305 kr (avgifter),Les mer,16.06.2017,Grønn,Forhjulsdrift,150 Hk,"1,4 l",1 265 kg,128 g/km,5,Stasjonsvogn,4,2,Norge,Bruktbil til salgs,Personbil,NF84862,W0LBE8EC6H8088544,1 420 kg
8874,340474938,2017,199 000 km,Automat,Diesel,1 476 kr (avgifter),Les mer,31.05.2017,Sølv,Forhjulsdrift,150 Hk,2 l,1 772 kg,156 g/km,3,Kasse,5,2,Norge,Bruktbil til salgs,Varebil,DR64756,WV1ZZZ7HZHH150129,2 500 kg
8895,316546524,2017,178 000 km,Manuell,Diesel,1 422 kr (avgifter),Les mer,16.08.2016,Sølv,Firehjulsdrift,122 Hk,2 l,1 503 kg,146 g/km,2,Flerbruksbil,6,6,Norge,Bruktbil til salgs,Varebil,AJ84692,WV1ZZZ2KZHX013220,1 450 kg
8898,342253489,2017,148 000 km,Automat,Bensin,4 305 kr (avgifter),Les mer,12.05.2017,Svart,Bakhjulsdrift,136 Hk,"1,5 l",1 320 kg,119 g/km,5,Kombi 5-dørs,5,4,Norge,Bruktbil til salgs,Personbil,BT64116,WBA1R5108HV849522,1 300 kg
8899,341941049,2017,42 200 km,Automat,Bensin,3 074 kr (avgifter),Les mer,28.08.2017,Hvit,Forhjulsdrift,110 Hk,"1,2 l",1 150 kg,110 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,UC30729,VF3CUHNZTHY059063,1 250 kg
8922,321607533,2017,59 500 km,Automat,Bensin,3 074 kr (avgifter),Les mer,12.09.2016,Grå,Forhjulsdrift,125 Hk,"1,4 l",1 140 kg,112 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,RL14043,WAUZZZ8X5HB005520,1 200 kg
8935,341359769,2017,100 000 km,Automat,El + Bensin,4 305 kr (avgifter),Les mer,01.03.2017,Grå,Forhjulsdrift,123 Hk,"1,8 l",1 335 kg,92 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,CF87785,SB1ZS3JE40E257196,345 kg
8937,341328425,2017,85 000 km,Automat,El + Bensin,4 305 kr (avgifter),Les mer,15.03.2017,Blå,Forhjulsdrift,136 Hk,"1,8 l",1 335 kg,83 g/km,5,Stasjonsvogn,5,1,Norge,Bruktbil til salgs,Personbil,PD59023,SB1ZS3JE10E318827,345 kg
8939,341247392,2017,138 000 km,Manuell,Diesel,4 305 kr (avgifter),Les mer,21.10.2016,Blå,Firehjulsdrift,110 Hk,"1,6 l",1 360 kg,121 g/km,5,Stasjonsvogn,5,1,Norge,Bruktbil til salgs,Personbil,KJ26090,TMBLG9NEXH0074023,1 700 kg
8941,341127707,2017,92 000 km,Manuell,Bensin,4 305 kr (avgifter),Les mer,29.09.2017,Sølv,Forhjulsdrift,132 Hk,"1,6 l",1 379 kg,147 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,AS54583,U5YPH814AHL389591,1 400 kg
8943,340968479,2017,191 500 km,Automat,El + Diesel,4 305 kr (avgifter),Les mer,17.06.2016,Svart,Firehjulsdrift,231 Hk,"2,4 l",1 973 kg,48 g/km,5,Stasjonsvogn,4,4,Norge,Bruktbil til salgs,Personbil,BT44549,YV1GWBNH0H1331414,1 800 kg
8945,340311741,2017,62 000 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,11.10.2016,Hvit,Forhjulsdrift,102 Hk,2 l,1 392 kg,127 g/km,2,Kasse,4,1,Norge,Bruktbil til salgs,Varebil,LY80422,WV1ZZZ2KZHX024947,1 500 kg
8951,338080544,2017,70 000 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,12.12.2016,Hvit,Firehjulsdrift,122 Hk,2 l,1 503 kg,146 g/km,2,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,PD58311,WV1ZZZ2KZHX055820,1 450 kg
8955,337581931,2017,88 047 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,28.08.2017,Sølv,Forhjulsdrift,122 Hk,2 l,1 666 kg,139 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,UF77473,YARVFAHKHGZ102375,2 500 kg
8960,334624046,2017,68 000 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,21.04.2017,Hvit,Forhjulsdrift,102 Hk,2 l,1 392 kg,127 g/km,2,Kasse,4,1,Norge,Bruktbil til salgs,Varebil,SV80512,WV1ZZZ2KZHX126391,1 500 kg
8968,320203007,2017,110 100 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,11.09.2017,Svart,Forhjulsdrift,122 Hk,2 l,1 613 kg,139 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,SV84313,VF3VFAHKHHZ063464,2 500 kg
8978,342069839,2017,53 000 km,Automat,El + Bensin,4 305 kr (avgifter),Les mer,16.03.2017,Grå,Forhjulsdrift,141 Hk,"1,6 l",1 425 kg,88 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,AY37137,KNACC81CGH5039354,1 300 kg
8981,341493312,2017,100 000 km,Automat,Bensin,4 305 kr (avgifter),Les mer,07.12.2016,Brun,Forhjulsdrift,116 Hk,"1,2 l",1 458 kg,133 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,VH83909,SJNFEAJ11U1760014,1 000 kg
8985,341283851,2017,104 000 km,Automat,Bensin,4 305 kr (avgifter),Les mer,17.02.2017,Svart,Forhjulsdrift,116 Hk,"1,2 l",1 285 kg,129 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,FT56335,SJNFEAJ11U1920373,1 000 kg
8993,340307123,2017,110 000 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,28.12.2016,Hvit,Forhjulsdrift,102 Hk,2 l,1 304 kg,117 g/km,2,Stasjonsvogn,5,4,Norge,Bruktbil til salgs,Varebil,YF10935,WV1ZZZ2KZHX065748,1 500 kg
8997,338259647,2017,85 500 km,Automat,Bensin,4 305 kr (avgifter),Les mer,11.08.2017,Grå,Forhjulsdrift,150 Hk,"1,4 l",1 265 kg,125 g/km,5,Stasjonsvogn,5,1,Norge,Bruktbil til salgs,Personbil,SV83665,W0VBE8EC6H8100375,1 420 kg
9006,325975897,2017,157 400 km,Manuell,Diesel,Fritatt (avgifter),Les mer,24.05.2017,Hvit,Firehjulsdrift,122 Hk,2 l,1 503 kg,146 g/km,2,Stasjonsvogn,6,1,Norge,Bruktbil til salgs,Varebil,ZH50055,WV1ZZZ2KZHX137219,1 450 kg
9009,308044848,2017,195 000 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,24.05.2017,Hvit,Firehjulsdrift,150 Hk,2 l,1 931 kg,176 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,DR29533,WV1ZZZ7HZHH138104,2 500 kg
9016,314530883,2017,61 300 km,Manuell,Bensin,4 305 kr (avgifter),Les mer,20.12.2016,Grå,Forhjulsdrift,117 Hk,"1,6 l",1 260 kg,132 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,DR18453,JMBXNGA1WHZ004905,1 200 kg
9027,338638500,2017,81 000 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,20.02.2017,Hvit,Firehjulsdrift,122 Hk,2 l,1 503 kg,152 g/km,2,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,XK26463,WV1ZZZ2KZHX095823,1 450 kg
9032,334623971,2017,65 000 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,09.03.2017,Hvit,Forhjulsdrift,102 Hk,2 l,1 392 kg,127 g/km,2,Kasse,4,1,Norge,Bruktbil til salgs,Varebil,LY87925,WV1ZZZ2KZHX106318,1 500 kg
9043,341249364,2017,205 100 km,Automat,Diesel,1 476 kr (avgifter),Les mer,29.05.2017,Sølv,Firehjulsdrift,150 Hk,2 l,2 086 kg,167 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,KJ39378,WV1ZZZ7HZHH147447,2 500 kg
9051,339937124,2017,69 476 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,27.02.2017,Svart,Forhjulsdrift,122 Hk,2 l,1 613 kg,139 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,UX68135,VF3VFAHKHGZ071642,2 500 kg
9062,337846137,2017,75 414 km,Automat,Bensin,Fritatt (avgifter),Les mer,25.01.2017,Svart,Forhjulsdrift,116 Hk,"1,2 l",1 285 kg,133 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,LS87581,SJNFEAJ11U1811192,1 000 kg
9074,330620744,2017,94 617 km,Automat,El + Bensin,4 305 kr (avgifter),Les mer,21.07.2017,Blå,Forhjulsdrift,122 Hk,"1,8 l",1 375 kg,76 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,ZD23314,JTDKB3FU603547223,725 kg
9090,342020223,2017,74 000 km,Manuell,Bensin,4 305 kr (avgifter),Les mer,28.12.2017,Grå,Forhjulsdrift,110 Hk,"1,2 l",1 320 kg,119 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,SV87003,VF77JHNZ6HJ873123,1 300 kg
9097,340120842,2017,131 000 km,Automat,El + Bensin,4 305 kr (avgifter),Les mer,18.01.2017,Blå,Forhjulsdrift,218 Hk,"1,4 l",1 660 kg,40 g/km,5,Stasjonsvogn,5,1,Norge,Bruktbil til salgs,Personbil,DR22187,WVWZZZ3CZHE117198,1 600 kg
9107,224890741,2017,163 500 km,Automat,Bensin,4 305 kr (avgifter),Les mer,22.06.2017,Svart,Bakhjulsdrift,136 Hk,"1,5 l",1 490 kg,129 g/km,5,Stasjonsvogn,5,1,Norge,Bruktbil til salgs,Personbil,DR30863,WBA8K1105HA027098,1 300 kg
9139,341808078,2021,21 000 km,Manuell,Diesel,2 336 kr (avgifter),Les mer,19.03.2021,Grå,Forhjulsdrift,116 Hk,"1,5 l",1 493 kg,154 g/km,3,Kasse,5,2,Norge,Bruktbil til salgs,Varebil,AE61365,VF1WF000466487569,1 050 kg
9141,341130133,2021,26 477 km,Manuell,Bensin,2 336 kr (avgifter),Les mer,30.11.2021,Grå,Forhjulsdrift,100 Hk,1 l,1 206 kg,156 g/km,2,Kasse,4,1,Norge,Bruktbil til salgs,Varebil,SX24090,WF0WXXTACWMC09395,850 kg
9165,338589624,2021,41 000 km,Manuell,Diesel,2 336 kr (avgifter),Les mer,21.01.2021,Hvit,Forhjulsdrift,105 Hk,"1,6 l",1 555 kg,170 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,CH15254,ZFA26300006S72205,1 300 kg
9192,341338276,2021,61 000 km,Manuell,El + Bensin,4 672 kr (avgifter),Les mer,23.02.2021,Grå,Firehjulsdrift,83 Hk,"1,2 l",975 kg,121 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,HB86237,JSAAZDA3S00501064,1 000 kg
9201,340265819,2021,32 700 km,Automat,Elektrisitet,7 129 kr (avgifter),Les mer,31.05.2021,Rød,Forhjulsdrift,141 Hk,0 l,1 491 kg,0 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,EC45697,LSJW7409XLZ174362,0 kg
9264,339974294,2021,28 279 km,Manuell,Diesel,2 336 kr (avgifter),Les mer,11.05.2021,Sølv,Forhjulsdrift,75 Hk,"1,5 l",1 320 kg,144 g/km,3,Kasse,4,1,Norge,Bruktbil til salgs,Varebil,KU11663,YAREFYHWCGJ943704,1 230 kg
9298,330353997,2021,65 600 km,Manuell,El + Bensin,4 672 kr (avgifter),Les mer,22.04.2021,Svart,Firehjulsdrift,83 Hk,"1,2 l",975 kg,121 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,JR34259,JSAAZDA3S00502895,1 000 kg
9325,337276924,2021,47 000 km,Automat,El + Bensin,Fritatt (avgifter),Les mer,25.05.2021,Blå,Forhjulsdrift,116 Hk,"1,5 l",1 085 kg,92 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,NV78469,VNKKBAC320A139563,450 kg
9336,324883679,2021,47 800 km,Manuell,Diesel,2 336 kr (avgifter),Les mer,31.08.2021,Grå,Forhjulsdrift,100 Hk,"1,5 l",1 398 kg,141 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,BE28988,VR3EFYHYCMJ757733,1 350 kg
9407,333432514,2021,35 020 km,Automat,Bensin,4 672 kr (avgifter),Les mer,11.10.2021,Svart,Forhjulsdrift,95 Hk,1 l,1 121 kg,128 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,UN39896,WVWZZZAWZMU105591,1 000 kg
9410,332533576,2021,59 420 km,Manuell,El + Bensin,4 672 kr (avgifter),Les mer,25.02.2021,Sølv,Firehjulsdrift,86 Hk,"1,2 l",975 kg,121 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,KU10856,JSAAZDA3S00501237,1 000 kg
9411,332440122,2021,47 995 km,Automat,Bensin,4 672 kr (avgifter),Les mer,11.10.2021,Svart,Forhjulsdrift,95 Hk,1 l,1 121 kg,128 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,UN40073,WVWZZZAWZMU106079,1 000 kg
9446,342374870,2021,9 900 km,Automat,Elektrisitet,7 129 kr (avgifter),Les mer,03.09.2021,Blå,Forhjulsdrift,134 Hk,0 l,1 527 kg,0 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,EC84647,KMHC851JFMU074984,0 kg
9455,341869125,2021,88 714 km,Automat,Diesel,2 336 kr (avgifter),Les mer,15.02.2021,Svart,Forhjulsdrift,131 Hk,"1,5 l",1 506 kg,153 g/km,2,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,SD97234,W0VEFYHZRMJ525127,1 000 kg
9462,341363086,2021,58 062 km,Automat,El + Bensin,7 129 kr (avgifter),Les mer,09.02.2021,Grønn,Forhjulsdrift,170 Hk,"1,8 l",1 290 kg,112 g/km,5,Stasjonsvogn,5,1,Norge,Bruktbil til salgs,Personbil,SX19286,SB1Z93BE60E140472,750 kg
9471,339039862,2015,398 799 km,Automat,Diesel,1 476 kr (avgifter),Les mer,04.03.2019,Hvit,Bakhjulsdrift,163 Hk,"2,1 l",2 640 kg,213 g/km,3,Flerbruksbil,2,5,Norge,Bruktbil til salgs,Varebil,SV95292,WDB9061351N585327,2 000 kg
9472,338951698,2014,151 850 km,Automat,Diesel,4 305 kr (avgifter),Les mer,19.05.2014,Rød,Firehjulsdrift,150 Hk,"2,2 l",1 611 kg,144 g/km,5,SUV/Offroad,4,3,Norge,Bruktbil til salgs,Personbil,BS94835,JMZKEN91800279919,2 000 kg
9477,341762172,2013,143 900 km,Automat,Diesel,4 305 kr (avgifter),Les mer,16.08.2013,Svart,Firehjulsdrift,150 Hk,"2,2 l",1 611 kg,144 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,JD67309,JMZKEN91800224643,2 000 kg
9486,341034756,2015,98 300 km,Automat,El + Bensin,4 305 kr (avgifter),Les mer,08.07.2015,Grå,Forhjulsdrift,148 Hk,"1,4 l",1 540 kg,0 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,BT28388,WAUZZZ8V8FA125359,0 kg
9490,340635458,2015,114 474 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,02.10.2014,Grå,Forhjulsdrift,125 Hk,"2,2 l",2 001 kg,186 g/km,3,Kasse,6,1,Norge,Bruktbil til salgs,Varebil,NF70146,WF0YXXTTGYEP64564,2 500 kg
9493,340231546,2013,109 800 km,Automat,Diesel,4 305 kr (avgifter),Les mer,24.01.2013,Grå,Firehjulsdrift,150 Hk,"2,2 l",1 603 kg,0 g/km,5,SUV/Offroad,5,3,Norge,Bruktbil til salgs,Personbil,UX62629,JMZKEN91800145164,2 000 kg
9494,340226484,2018,95 100 km,Automat,Elektrisitet,4 305 kr (avgifter),Les mer,09.02.2018,Blå,Bakhjulsdrift,170 Hk,0 l,1 245 kg,0 g/km,4,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,EK75807,WBY7Z2102J7B25235,0 kg
9514,335928699,2014,291 400 km,Automat,Diesel,Fritatt (avgifter),Les mer,02.05.2014,Grå,Firehjulsdrift,184 Hk,2 l,1 585 kg,133 g/km,5,Stasjonsvogn,4,6,Norge,Bruktbil til salgs,Personbil,BD87405,WBA3K5109EK174483,1 600 kg
9518,334529981,2015,90 855 km,Automat,Diesel,4 305 kr (avgifter),Les mer,26.01.2015,Svart,Forhjulsdrift,131 Hk,"1,6 l",1 493 kg,119 g/km,5,Kombi 5-dørs,5,5,Norge,Bruktbil til salgs,Personbil,UF66501,SJNFDAJ11U1021067,1 400 kg
9520,333530206,2016,144 575 km,Automat,El + Bensin,4 147 kr (avgifter),Les mer,08.09.2016,Grå,Forhjulsdrift,122 Hk,"1,8 l",1 375 kg,76 g/km,5,Kombi 5-dørs,4,1,Norge,Bruktbil til salgs,Personbil,BD98588,JTDKB3FU703021778,725 kg
