,Finnkode,Modellår,Kilometer,Girkasse,Drivstoff,Omregistrering,1. gang registrert,Hjuldrift,Effekt,Vekt,Antall seter,Karosseri,Antall dører,Salgsform,Avgiftsklasse,Maksimal tilhengervekt
6669,318678274,2006,197 800 km,Automat,Bensin,1 845 kr (avgifter),21.03.2006,Firehjulsdrift,152 Hk,1 505 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 500 kg
6673,318215251,2007,224 000 km,Automat,Diesel,1 186 kr (avgifter),07.07.2006,Forhjulsdrift,131 Hk,2 010 kg,6,Kasse,4,Bruktbil til salgs,Lett lastebil,2 500 kg
6679,315437571,2013,133 000 km,Automat,Bensin,4 147 kr (avgifter),27.06.2013,Forhjulsdrift,105 Hk,1 295 kg,5,Kombi 5-dørs,4,Bruktbil til salgs,Personbil,1 200 kg
6680,315705938,2014,162 600 km,Manuell,Diesel,1 422 kr (avgifter),28.08.2013,Forhjulsdrift,102 Hk,1 422 kg,2,Kasse,4,Bruktbil til salgs,Varebil,1 500 kg
6681,315059501,1983,299 999 km,Automat,Diesel,Fritatt (avgifter),15.05.2020,Bakhjulsdrift,125 Hk,1 475 kg,5,Sedan,4,Bruktbil til salgs,Personbil,1 327 kg
6683,314325543,2014,320 000 km,Manuell,Diesel,1 422 kr (avgifter),22.04.2014,Firehjulsdrift,140 Hk,1 893 kg,3,Kasse,6,Bruktbil til salgs,Varebil,2 500 kg
6686,314171709,2012,167 000 km,Automat,Diesel,1 845 kr (avgifter),22.11.2011,Forhjulsdrift,140 Hk,1 517 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,2 000 kg
6687,314053561,2015,105 000 km,Manuell,Bensin,3 074 kr (avgifter),21.04.2015,Forhjulsdrift,90 Hk,1 037 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,900 kg
6688,313660091,2013,144 500 km,Manuell,Bensin,2 961 kr (avgifter),19.03.2013,Forhjulsdrift,122 Hk,1 145 kg,4,Kombi 3-dørs,3,Bruktbil til salgs,Personbil,750 kg
6689,313001295,2013,102 000 km,Manuell,Bensin,2 961 kr (avgifter),03.07.2012,Forhjulsdrift,86 Hk,1 065 kg,4,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 000 kg
6691,311519966,2017,63 800 km,Manuell,Diesel,1 476 kr (avgifter),08.09.2017,Forhjulsdrift,80 Hk,1 090 kg,2,Kasse,4,Bruktbil til salgs,Varebil,1 000 kg
6692,310697013,2011,148 231 km,Automat,Bensin,1 845 kr (avgifter),30.08.2010,Forhjulsdrift,105 Hk,1 295 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 200 kg
6693,310641033,2008,228 000 km,Automat,Diesel,1 845 kr (avgifter),09.04.2008,Firehjulsdrift,180 Hk,1 755 kg,5,Sedan,4,Bruktbil til salgs,Personbil,1 900 kg
6695,308249517,2014,128 000 km,Manuell,Diesel,3 074 kr (avgifter),23.01.2014,Forhjulsdrift,92 Hk,1 090 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 300 kg
6700,306214061,2013,195 000 km,Automat,Diesel,4 305 kr (avgifter),24.01.2013,Forhjulsdrift,114 Hk,1 659 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,1 300 kg
6705,300400339,2012,209 000 km,Manuell,Diesel,1 231 kr (avgifter),02.08.2012,Forhjulsdrift,114 Hk,1 687 kg,3,Kasse,4,Bruktbil til salgs,Varebil,2 200 kg
6709,291907616,2008,214 000 km,Automat,Diesel,1 845 kr (avgifter),20.02.2008,Firehjulsdrift,177 Hk,1 750 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 700 kg
6710,289120970,2011,109 000 km,Manuell,Diesel,1 231 kr (avgifter),09.03.2011,Forhjulsdrift,102 Hk,1 431 kg,2,Kasse,4,Bruktbil til salgs,Varebil,1 500 kg
6712,274220556,2010,119 000 km,Manuell,Bensin,1 845 kr (avgifter),03.02.2010,Forhjulsdrift,120 Hk,1 485 kg,5,Sedan,4,Bruktbil til salgs,Personbil,1 300 kg
6717,217782918,2007,252 000 km,Automat,Diesel,1 231 kr (avgifter),29.11.2007,Firehjulsdrift,171 Hk,2 170 kg,2,SUV/Offroad,5,Bruktbil til salgs,Varebil,3 000 kg
6718,217782827,2002,288 000 km,Automat,Bensin,1 845 kr (avgifter),10.01.2002,Firehjulsdrift,273 Hk,2 445 kg,6,SUV/Offroad,5,Bruktbil til salgs,Personbil,3 500 kg
6719,215882132,2011,197 000 km,Manuell,Diesel,1 845 kr (avgifter),21.02.2011,Firehjulsdrift,140 Hk,1 610 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 000 kg
6728,342443612,2012,192 000 km,Manuell,Diesel,1 845 kr (avgifter),10.05.2012,Firehjulsdrift,111 Hk,1 455 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,800 kg
6730,342449651,2012,127 000 km,Manuell,Bensin,1 845 kr (avgifter),06.01.2012,Forhjulsdrift,122 Hk,1 100 kg,4,Kombi 3-dørs,3,Bruktbil til salgs,Personbil,1 200 kg
6731,342449448,2012,105 001 km,Manuell,Diesel,1 231 kr (avgifter),30.04.2012,Forhjulsdrift,102 Hk,1 431 kg,2,Kasse,4,Bruktbil til salgs,Varebil,1 500 kg
6735,342439907,2010,153 183 km,Manuell,Diesel,1 845 kr (avgifter),15.11.2010,Bakhjulsdrift,116 Hk,1 305 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 200 kg
6737,342412377,2006,425 000 km,Automat,Diesel,1 845 kr (avgifter),19.12.2005,Firehjulsdrift,190 Hk,2 455 kg,5,SUV/Offroad,4,Bruktbil til salgs,Personbil,3 500 kg
6740,342399732,2008,94 000 km,Manuell,Diesel,1 845 kr (avgifter),11.06.2008,Forhjulsdrift,109 Hk,1 488 kg,4,Cabriolet,2,Bruktbil til salgs,Personbil,1 070 kg
6741,341391005,2010,183 000 km,Manuell,Diesel,1 845 kr (avgifter),06.05.2010,Forhjulsdrift,105 Hk,1 446 kg,5,Kombi 5-dørs,4,Bruktbil til salgs,Personbil,1 400 kg
6742,342475501,2013,141 000 km,Manuell,Diesel,1 476 kr (avgifter),30.05.2013,Forhjulsdrift,90 Hk,1 320 kg,3,Stasjonsvogn,5,Bruktbil til salgs,Varebil,940 kg
6743,342026774,2018,67 700 km,Automat,Diesel,1 476 kr (avgifter),27.09.2018,Forhjulsdrift,131 Hk,2 001 kg,3,Kasse,5,Bruktbil til salgs,Varebil,1 750 kg
6745,342479731,2018,125 500 km,Automat,El + Bensin,4 305 kr (avgifter),18.01.2018,Firehjulsdrift,358 Hk,2 230 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 700 kg
6746,342476331,2019,85 000 km,Automat,El + Bensin,4 305 kr (avgifter),27.08.2018,Firehjulsdrift,476 Hk,2 295 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,3 500 kg
6748,342470856,2019,84 000 km,Automat,Bensin,4 305 kr (avgifter),19.03.2019,Firehjulsdrift,156 Hk,1 439 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 400 kg
6750,342469481,2018,138 300 km,Manuell,Diesel,4 305 kr (avgifter),05.03.2018,Firehjulsdrift,190 Hk,1 540 kg,5,Sedan,5,Bruktbil til salgs,Personbil,1 800 kg
6752,342455130,2019,84 800 km,Automat,El + Bensin,4 305 kr (avgifter),30.01.2019,Firehjulsdrift,224 Hk,1 880 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 500 kg
6754,342443786,2019,106 000 km,Automat,Diesel,1 476 kr (avgifter),21.03.2019,Forhjulsdrift,131 Hk,1 430 kg,3,Kasse,6,Bruktbil til salgs,Varebil,1 000 kg
6755,342451291,2019,22 312 km,Automat,Diesel,1 476 kr (avgifter),03.10.2019,Firehjulsdrift,150 Hk,2 116 kg,3,Kasse,4,Bruktbil til salgs,Varebil,2 500 kg
6756,342451162,2019,18 622 km,Automat,Diesel,1 476 kr (avgifter),21.03.2019,Firehjulsdrift,150 Hk,2 088 kg,2,Kasse,6,Bruktbil til salgs,Varebil,2 500 kg
6758,342449359,2018,95 048 km,Manuell,Bensin,4 305 kr (avgifter),22.03.2018,Forhjulsdrift,125 Hk,1 398 kg,5,Flerbruksbil,5,Bruktbil til salgs,Personbil,1 200 kg
6759,342400094,2018,138 000 km,Automat,Diesel,1 476 kr (avgifter),16.04.2018,Firehjulsdrift,190 Hk,2 111 kg,2,Kasse,6,Bruktbil til salgs,Varebil,2 500 kg
6760,342448045,2019,47 137 km,Automat,Diesel,1 476 kr (avgifter),30.10.2019,Forhjulsdrift,120 Hk,1 648 kg,3,Kasse,4,Bruktbil til salgs,Varebil,1 381 kg
6762,342445904,2018,131 000 km,Automat,Diesel,4 305 kr (avgifter),06.06.2018,Forhjulsdrift,131 Hk,1 410 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 400 kg
6763,342444755,2019,47 000 km,Manuell,Bensin,3 074 kr (avgifter),18.06.2019,Forhjulsdrift,116 Hk,1 236 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 300 kg
6768,342440572,2019,45 000 km,Automat,El + Bensin,4 305 kr (avgifter),17.07.2018,Firehjulsdrift,462 Hk,2 295 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,3 500 kg
6770,342436238,2018,68 011 km,Automat,El + Bensin,4 305 kr (avgifter),22.05.2018,Bakhjulsdrift,279 Hk,1 710 kg,5,Sedan,4,Bruktbil til salgs,Personbil,1 600 kg
6771,342434417,2018,73 500 km,Manuell,Diesel,1 476 kr (avgifter),13.12.2018,Forhjulsdrift,122 Hk,1 654 kg,3,Kasse,5,Bruktbil til salgs,Varebil,2 500 kg
6772,342433488,2019,73 813 km,Automat,El + Bensin,4 305 kr (avgifter),19.12.2018,Firehjulsdrift,476 Hk,2 295 kg,5,SUV/Offroad,4,Bruktbil til salgs,Personbil,3 500 kg
6774,342427622,2019,63 000 km,Automat,Bensin,4 305 kr (avgifter),15.02.2019,Firehjulsdrift,194 Hk,1 485 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 000 kg
6775,342422928,2018,116 319 km,Automat,Bensin,3 074 kr (avgifter),18.10.2017,Forhjulsdrift,116 Hk,1 182 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 300 kg
6776,342422290,2019,108 100 km,Automat,El + Bensin,4 305 kr (avgifter),01.06.2018,Firehjulsdrift,390 Hk,2 093 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,2 100 kg
6777,342421386,2018,73 000 km,Automat,Diesel,4 305 kr (avgifter),30.10.2017,Firehjulsdrift,150 Hk,1 625 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 500 kg
6779,342417011,2018,101 649 km,Automat,Diesel,1 476 kr (avgifter),25.07.2018,Forhjulsdrift,130 Hk,2 001 kg,3,Kasse,4,Bruktbil til salgs,Varebil,1 700 kg
6780,342416808,2018,109 772 km,Automat,Diesel,1 476 kr (avgifter),30.04.2018,Forhjulsdrift,130 Hk,2 001 kg,3,Kasse,4,Bruktbil til salgs,Varebil,1 700 kg
6783,342411346,2018,78 700 km,Automat,Diesel,4 305 kr (avgifter),20.11.2018,Firehjulsdrift,180 Hk,1 770 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 400 kg
6785,342409985,2018,88 000 km,Manuell,Diesel,1 476 kr (avgifter),29.05.2018,Forhjulsdrift,122 Hk,1 684 kg,2,Kasse,5,Bruktbil til salgs,Varebil,2 500 kg
6786,341375408,2019,98 350 km,Automat,El + Bensin,4 305 kr (avgifter),29.04.2019,Firehjulsdrift,390 Hk,2 091 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 100 kg
6788,342409249,2018,118 801 km,Automat,El + Bensin,4 305 kr (avgifter),05.06.2018,Forhjulsdrift,204 Hk,1 540 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 500 kg
6789,342407254,2018,72 000 km,Automat,Diesel,4 305 kr (avgifter),30.08.2018,Firehjulsdrift,190 Hk,1 750 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,2 000 kg
6790,342406708,2019,50 200 km,Automat,Bensin,4 305 kr (avgifter),20.11.2019,Firehjulsdrift,140 Hk,1 235 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 200 kg
6792,342405206,2019,42 000 km,Automat,Diesel,4 305 kr (avgifter),02.05.2019,Firehjulsdrift,190 Hk,1 580 kg,5,Sedan,4,Bruktbil til salgs,Personbil,1 600 kg
6794,342403463,2019,65 000 km,Manuell,El + Bensin,4 305 kr (avgifter),11.12.2019,Forhjulsdrift,180 Hk,1 491 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 300 kg
6796,342401803,2019,56 324 km,Manuell,Diesel,1 476 kr (avgifter),30.08.2019,Forhjulsdrift,122 Hk,1 642 kg,3,Kasse,5,Bruktbil til salgs,Varebil,2 500 kg
6797,342400806,2019,106 479 km,Automat,Diesel,4 305 kr (avgifter),31.01.2019,Firehjulsdrift,190 Hk,1 641 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,2 200 kg
6798,342400311,2018,7 790 km,Automat,Bensin,4 305 kr (avgifter),03.01.2018,Forhjulsdrift,110 Hk,1 203 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,840 kg
6800,342397009,2019,56 384 km,Automat,Bensin,4 305 kr (avgifter),24.10.2018,Forhjulsdrift,122 Hk,1 360 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 200 kg
6802,342393858,2019,137 000 km,Automat,Diesel,1 476 kr (avgifter),15.11.2019,Firehjulsdrift,150 Hk,2 072 kg,3,Kasse,5,Bruktbil til salgs,Varebil,2 500 kg
6803,342388150,2019,205 000 km,Automat,Diesel,4 305 kr (avgifter),20.11.2018,Firehjulsdrift,190 Hk,1 602 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,2 200 kg
6807,342379719,2019,59 000 km,Automat,Bensin,3 074 kr (avgifter),29.03.2019,Forhjulsdrift,95 Hk,1 164 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 000 kg
6812,342470631,2015,127 700 km,Manuell,Bensin,3 074 kr (avgifter),21.05.2015,Forhjulsdrift,110 Hk,1 160 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 300 kg
6813,342468512,2016,123 500 km,Automat,Diesel,4 305 kr (avgifter),25.04.2016,Forhjulsdrift,120 Hk,1 736 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,1 800 kg
6814,342466221,2016,147 000 km,Automat,Diesel,4 305 kr (avgifter),08.07.2015,Firehjulsdrift,211 Hk,1 880 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 400 kg
6815,342460370,2016,108 000 km,Automat,Diesel,4 305 kr (avgifter),29.04.2016,Forhjulsdrift,141 Hk,1 604 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,1 600 kg
6816,342454491,2016,131 000 km,Manuell,Diesel,1 476 kr (avgifter),24.08.2015,Forhjulsdrift,102 Hk,1 779 kg,3,Kasse,5,Bruktbil til salgs,Varebil,2 200 kg
6817,342454305,2015,205 600 km,Automat,Diesel,1 476 kr (avgifter),20.05.2015,Firehjulsdrift,190 Hk,2 111 kg,2,Kasse,5,Bruktbil til salgs,Varebil,2 500 kg
6818,342454261,2016,116 548 km,Automat,Diesel,4 305 kr (avgifter),20.11.2015,Firehjulsdrift,180 Hk,1 608 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,2 000 kg
6819,342449121,2015,280 000 km,Automat,Diesel,4 305 kr (avgifter),09.12.2015,Firehjulsdrift,179 Hk,1 766 kg,7,Flerbruksbil,5,Bruktbil til salgs,Personbil,2 000 kg
6822,342442122,2015,175 000 km,Automat,Bensin,3 074 kr (avgifter),08.04.2015,Forhjulsdrift,110 Hk,1 176 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 300 kg
6823,342438055,2015,86 119 km,Automat,Diesel,4 305 kr (avgifter),20.04.2015,Firehjulsdrift,190 Hk,1 685 kg,5,Coupe,5,Bruktbil til salgs,Personbil,1 600 kg
6825,342428576,2016,56 072 km,Automat,Bensin,4 305 kr (avgifter),04.03.2016,Firehjulsdrift,150 Hk,1 390 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 200 kg
6826,342427731,2015,191 000 km,Automat,Diesel,4 305 kr (avgifter),28.11.2014,Firehjulsdrift,204 Hk,1 635 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,1 800 kg
6827,342427213,2015,111 000 km,Automat,Diesel,4 305 kr (avgifter),28.08.2014,Firehjulsdrift,381 Hk,1 990 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,2 000 kg
6828,342424164,2015,133 900 km,Automat,Bensin,3 074 kr (avgifter),10.10.2014,Forhjulsdrift,110 Hk,1 200 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 300 kg
6829,342421612,2016,178 034 km,Automat,El + Bensin,4 305 kr (avgifter),07.10.2015,Firehjulsdrift,204 Hk,1 845 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 500 kg
6830,342486007,2016,162 000 km,Automat,El + Bensin,4 305 kr (avgifter),05.01.2016,Forhjulsdrift,218 Hk,1 660 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,1 600 kg
6831,342484957,2017,92 932 km,Manuell,Diesel,1 476 kr (avgifter),18.10.2016,Forhjulsdrift,102 Hk,1 392 kg,2,Flerbruksbil,6,Bruktbil til salgs,Varebil,1 500 kg
6833,342463608,2017,124 950 km,Automat,Diesel,4 305 kr (avgifter),28.02.2017,Firehjulsdrift,150 Hk,1 787 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,1 800 kg
6834,342461803,2017,72 094 km,Automat,Diesel,4 305 kr (avgifter),27.04.2017,Firehjulsdrift,163 Hk,2 002 kg,8,Flerbruksbil,4,Bruktbil til salgs,Personbil,2 500 kg
6835,342371676,2017,125 700 km,Automat,Diesel,4 305 kr (avgifter),23.11.2016,Firehjulsdrift,184 Hk,1 497 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,1 800 kg
6836,342441914,2017,67 000 km,Manuell,Diesel,1 476 kr (avgifter),07.09.2016,Forhjulsdrift,120 Hk,1 317 kg,3,Kasse,4,Bruktbil til salgs,Varebil,1 250 kg
6839,342487149,2015,345 000 km,Automat,Diesel,1 476 kr (avgifter),06.11.2014,Firehjulsdrift,200 Hk,2 230 kg,2,SUV/Offroad,5,Bruktbil til salgs,Varebil,3 500 kg
6840,342487223,2016,89 250 km,Manuell,Diesel,1 476 kr (avgifter),22.08.2016,Forhjulsdrift,102 Hk,1 392 kg,2,Flerbruksbil,6,Bruktbil til salgs,Varebil,1 500 kg
6841,342485723,2014,152 000 km,Automat,Diesel,4 305 kr (avgifter),26.02.2014,Firehjulsdrift,218 Hk,2 040 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 700 kg
6842,342342626,2013,316 500 km,Manuell,Diesel,4 305 kr (avgifter),14.02.2013,Firehjulsdrift,143 Hk,1 630 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,1 700 kg
6843,342469928,2013,186 911 km,Automat,Bensin,1 845 kr (avgifter),28.09.2012,Firehjulsdrift,449 Hk,2 000 kg,5,Sedan,5,Bruktbil til salgs,Personbil,2 300 kg
6844,342450957,2014,139 000 km,Manuell,Diesel,1 476 kr (avgifter),09.10.2014,Forhjulsdrift,95 Hk,1 431 kg,3,Kasse,6,Bruktbil til salgs,Varebil,1 200 kg
6848,342449366,2014,91 100 km,Automat,El + Bensin,4 305 kr (avgifter),23.12.2014,Forhjulsdrift,136 Hk,1 335 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,345 kg
6849,342448652,2014,199 900 km,Automat,Diesel,4 305 kr (avgifter),16.05.2014,Forhjulsdrift,177 Hk,1 725 kg,5,Stasjonsvogn,4,Bruktbil til salgs,Personbil,1 600 kg
6850,342447904,2013,149 000 km,Manuell,Diesel,1 845 kr (avgifter),14.06.2012,Forhjulsdrift,110 Hk,1 290 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 500 kg
6851,342436946,2014,139 409 km,Automat,El + Bensin,4 305 kr (avgifter),30.05.2014,Forhjulsdrift,136 Hk,1 335 kg,5,Stasjonsvogn,4,Bruktbil til salgs,Personbil,345 kg
6855,342441591,2014,94 200 km,Manuell,Bensin,4 305 kr (avgifter),20.11.2014,Forhjulsdrift,116 Hk,1 387 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 200 kg
6856,342434855,2014,126 000 km,Automat,Bensin,4 305 kr (avgifter),30.04.2014,Forhjulsdrift,140 Hk,1 241 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 500 kg
6857,342432633,2013,262 500 km,Automat,Diesel,1 845 kr (avgifter),26.03.2012,Firehjulsdrift,163 Hk,1 670 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,1 900 kg
6858,342428108,2013,232 535 km,Automat,Diesel,1 845 kr (avgifter),28.08.2012,Firehjulsdrift,204 Hk,1 855 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,2 500 kg
6862,342424100,2013,99 000 km,Manuell,Bensin,3 074 kr (avgifter),22.10.2013,Forhjulsdrift,81 Hk,975 kg,5,Kombi 5-dørs,4,Bruktbil til salgs,Personbil,1 150 kg
6863,342418510,2013,116 385 km,Automat,El + Bensin,4 305 kr (avgifter),05.09.2013,Forhjulsdrift,136 Hk,1 410 kg,5,Stasjonsvogn,4,Bruktbil til salgs,Personbil,345 kg
6864,342417878,2014,142 773 km,Automat,Diesel,4 305 kr (avgifter),27.02.2014,Firehjulsdrift,184 Hk,1 730 kg,5,Sedan,5,Bruktbil til salgs,Personbil,2 000 kg
6867,342416582,2013,48 000 km,Automat,Elektrisitet,1 231 kr (avgifter),30.11.2012,Forhjulsdrift,60 Hk,1 426 kg,2,Kasse,4,Bruktbil til salgs,Varebil,374 kg
6872,340967517,2014,70 115 km,Manuell,Bensin,4 305 kr (avgifter),19.06.2014,Forhjulsdrift,122 Hk,1 295 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 200 kg
6873,342380265,2013,147 500 km,Manuell,Bensin,4 305 kr (avgifter),07.11.2013,Forhjulsdrift,135 Hk,1 305 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 200 kg
6874,341957354,2014,231 971 km,Automat,Diesel,1 476 kr (avgifter),11.12.2013,Firehjulsdrift,163 Hk,1 855 kg,3,Kasse,5,Bruktbil til salgs,Varebil,2 500 kg
6875,342376827,2014,77 000 km,Automat,El + Bensin,4 305 kr (avgifter),12.05.2014,Firehjulsdrift,189 Hk,1 810 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 500 kg
6876,342375259,2014,114 000 km,Manuell,Diesel,4 305 kr (avgifter),16.06.2014,Forhjulsdrift,105 Hk,1 260 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 500 kg
6878,342363454,2013,146 000 km,Automat,Diesel,4 305 kr (avgifter),24.04.2013,Firehjulsdrift,150 Hk,1 580 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 000 kg
6880,342362457,2013,118 500 km,Automat,Diesel,4 305 kr (avgifter),27.02.2013,Firehjulsdrift,150 Hk,1 603 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 000 kg
6881,342359458,2014,167 500 km,Automat,Diesel,4 305 kr (avgifter),24.06.2014,Firehjulsdrift,313 Hk,1 855 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,2 100 kg
6883,342359035,2014,192 800 km,Automat,Diesel,4 305 kr (avgifter),10.10.2014,Firehjulsdrift,150 Hk,1 585 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 000 kg
6884,342358866,2014,92 230 km,Automat,Diesel,4 305 kr (avgifter),28.02.2014,Firehjulsdrift,140 Hk,1 703 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 100 kg
6885,342358459,2013,164 200 km,Manuell,Diesel,4 305 kr (avgifter),25.11.2013,Firehjulsdrift,150 Hk,1 590 kg,7,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 000 kg
6886,342357031,2014,285 000 km,Automat,Diesel,1 476 kr (avgifter),11.08.2014,Firehjulsdrift,163 Hk,1 992 kg,2,Pickup,4,Bruktbil til salgs,Varebil,3 500 kg
6887,342353943,2014,295 845 km,Automat,Diesel,4 305 kr (avgifter),30.09.2013,Firehjulsdrift,252 Hk,1 960 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,2 100 kg
6888,338911543,2013,230 000 km,Automat,Diesel,4 305 kr (avgifter),03.10.2013,Forhjulsdrift,140 Hk,1 614 kg,7,Flerbruksbil,5,Bruktbil til salgs,Personbil,1 800 kg
6889,342348155,2013,140 000 km,Automat,Diesel,1 845 kr (avgifter),10.10.2012,Firehjulsdrift,184 Hk,1 725 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,2 000 kg
6890,342343133,2014,181 700 km,Manuell,Bensin,4 305 kr (avgifter),11.09.2013,Forhjulsdrift,147 Hk,1 420 kg,5,Stasjonsvogn,4,Bruktbil til salgs,Personbil,1 500 kg
6891,342347207,2014,131 700 km,Automat,Bensin,3 074 kr (avgifter),11.06.2014,Firehjulsdrift,120 Hk,1 190 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,1 200 kg
6892,342344968,2014,108 000 km,Automat,Bensin,4 305 kr (avgifter),17.09.2013,Forhjulsdrift,122 Hk,1 320 kg,5,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,1 200 kg
6893,342340288,2014,138 250 km,Manuell,Diesel,4 305 kr (avgifter),01.07.2014,Bakhjulsdrift,116 Hk,1 475 kg,5,Stasjonsvogn,4,Bruktbil til salgs,Personbil,1 600 kg
6895,342343805,2014,259 000 km,Automat,Diesel,4 305 kr (avgifter),30.04.2014,Firehjulsdrift,163 Hk,1 820 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 000 kg
6896,342343629,2013,193 000 km,Manuell,Diesel,1 845 kr (avgifter),06.12.2012,Firehjulsdrift,110 Hk,1 420 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,1 600 kg
6897,342343678,2014,156 000 km,Automat,Diesel,4 305 kr (avgifter),15.04.2014,Firehjulsdrift,220 Hk,1 717 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,2 000 kg
6899,342342469,2014,84 500 km,Automat,Bensin,4 305 kr (avgifter),30.06.2014,Firehjulsdrift,441 Hk,1 925 kg,4,Kombi 5-dørs,5,Bruktbil til salgs,Personbil,2 200 kg
6900,342341290,2013,147 500 km,Automat,Diesel,1 845 kr (avgifter),24.10.2012,Firehjulsdrift,140 Hk,1 592 kg,5,Stasjonsvogn,5,Bruktbil til salgs,Personbil,2 000 kg
6902,342339328,2014,141 000 km,Automat,Diesel,4 305 kr (avgifter),06.01.2014,Firehjulsdrift,175 Hk,1 495 kg,5,SUV/Offroad,4,Bruktbil til salgs,Personbil,2 000 kg
6903,342338715,2013,159 998 km,Automat,Diesel,4 305 kr (avgifter),30.01.2013,Firehjulsdrift,204 Hk,2 085 kg,5,SUV/Offroad,5,Bruktbil til salgs,Personbil,3 500 kg
